trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.3995984329713264}",20,11,16.02745671764069,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.3976004408064698}",20,0,6.35224184027816,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.39561243860243744}",20,15,7.57397963873117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.3936343764094253}",20,2,-35.062648194820454,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.39166620452737816}",25,7,-115.69527402992587,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 3}",1
188,False,"{'a': 0.5, 'e': 0.3897078735047413}",20,0,-0.6276918351334306,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.3877593341372176}",20,9,-10.977564321486817,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3858205374665315}",20,4,-21.963438587522706,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.38389143477919885}",30,7,-9.323994653493646,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.3819719776053028}",20,0,3.8796785265981213,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.3800621177172763}",20,6,-2.8877026565361454,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.37816180712868996}",20,14,-12.334106271806043,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37627099809304654}",20,7,-27.21066105019046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.3743896431025813}",25,15,18.796175625837062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37251769488706843}",20,12,13.168951150621856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3706551064126331}",25,17,16.913858932651145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.36880183088056995}",20,2,-65.13743478883161,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.3669578217261671}",25,0,-47.41685763675409,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.36512303261753626}",25,0,-1.292076320892279,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.3632974174544486}",20,6,28.150139755132887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.3614809303671764}",30,20,8.786065118761009,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3596735257153405}",20,3,12.205759052842586,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.3578751580867638}",25,7,-13.417644220379243,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.35608578229633}",20,0,-0.43918311497797613,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.3543053533848483}",20,0,-16.17286927772776,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.35253382661792404}",20,8,-62.64784212091457,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.3507711574848344}",20,1,-1.7348726668060737,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.34901730169741024}",25,0,-60.0267724251643,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.3472722151889232}",25,6,-20.119828991694636,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.3455358541129786}",20,0,-18.79458250097601,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.3438081748424137}",30,18,2.0357977314623645,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.3420891339682016}",20,6,-22.810917335144822,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3403786882983606}",20,0,-76.71014296578672,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.3386767948568688}",20,5,3.7530825945258623,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33698341088258443}",30,0,-107.71475935173261,"{0: 23, 1: 2, 2: 1, 3: 2, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.3352984938281715}",25,0,-9.726335787357778,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.33362200135903064}",20,0,-9.25116368116326,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.33195389135223546}",30,0,-49.607880348596275,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.3302941218954743}",25,19,9.03973813570291,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32864265128599696}",25,4,16.136027762309823,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.326999438029567}",25,12,11.75465734851943,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.3253644408394192}",30,0,2.4168188790879244,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.3237376186352221}",30,18,19.657547452062456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.322118930542046}",20,2,-32.350696750084026,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.32050833588933575}",35,0,-104.78658457564647,"{0: 22, 1: 2, 2: 9, 3: 2, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.31890579420988907}",20,0,-14.69061889463631,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.3173112652388396}",25,2,-43.08331194153584,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.3157247089126454}",25,3,-23.807253627641668,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3141460853680822}",30,12,3.715328736846092,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3125753549412418}",20,6,7.971273616333324,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31101247816653554}",35,5,0.5940419817506886,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.30945741577570285}",25,14,6.106037238137327,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3079101286968243}",20,7,-13.55749792287013,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.3063705780533402}",20,10,-7.216111537415981,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30483872516307353}",30,0,-3.486803821724127,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.3033145315372582}",20,6,-24.57496327752182,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.3017979588795719}",30,0,-48.09462488736159,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.30028896908517405}",20,15,8.550075237574044,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2987875242397482}",25,3,-44.934267276319005,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.29729358661854943}",20,3,-56.874376469420156,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.29580711868545667}",25,5,-76.90484320783717,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",1
244,False,"{'a': 0.5, 'e': 0.2943280830920294}",20,5,-1.6613237057827037,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29285644267656924}",30,12,-31.592624318427777,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.2913921604631864}",20,13,-84.28608324797457,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
247,False,"{'a': 0.5, 'e': 0.28993519966087045}",25,0,28.886686756743888,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.2884855236625661}",20,10,5.580951730570085,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.28704309604425327}",25,8,-22.96328273548948,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.285607880564032}",30,21,9.0519622993274,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.28417984116121187}",20,10,16.136117989177997,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2827589419554058}",20,14,8.926165478424945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.28134514724562876}",25,17,-28.180866682471795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.5, 'e': 0.2799384215094006}",20,10,16.764859681685948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.27853872940185365}",25,0,-10.98120212961302,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.27714603575484437}",20,12,-8.054858689414356,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2757603055760701}",20,12,6.513577777435334,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2743815040481898}",20,9,8.007385247190893,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2730095965279488}",30,21,7.283820609034324,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.27164454854530906}",20,10,4.8445806602965575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2702863258025825}",30,4,-27.05856123182883,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.2689348941735696}",20,0,21.740139692812104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.26759021970270175}",20,9,-2.2728119201245867,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.2662522686041882}",25,11,-48.30345576385747,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.2649210072611673}",25,11,16.234116213786077,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26359640222486147}",20,0,3.161674288718331,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.26227842021373715}",25,11,-39.55379533181356,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.2609670281126685}",25,2,-42.87787715262225,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.25966219297210513}",30,14,-60.503928491354834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
270,False,"{'a': 0.5, 'e': 0.2583638820072446}",20,3,-25.052405393654663,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.2570720625972084}",25,0,34.12833190992058,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.25578670228422234}",20,6,4.234651385362027,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25450776877280124}",25,13,-11.346918613985277,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.2532352299289372}",25,5,3.0536965021270137,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.2519690537792925}",25,4,33.06650559596385,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2507092085103961}",25,7,-33.51229296128791,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.2494556624678441}",35,21,-23.28777149897929,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.24820838415550486}",25,0,5.871879209873403,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24696734223472733}",30,15,21.119950186158402,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.2457325055235537}",35,21,-0.5573107106907722,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24450384299593592}",25,3,17.04354619282871,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24328132378095624}",25,12,-8.08808164627213,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24206491716205145}",20,11,9.562329557991825,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.2408545925762412}",25,4,21.562831117777893,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.23965031961336}",20,15,8.6605990714673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.2384520680152932}",20,12,6.7917855849706426,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23725980767521673}",30,12,34.452400052001714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23607350863684065}",20,1,30.935138360103714,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23489314109365644}",25,20,11.673521375918668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23371867538818816}",20,9,8.758413655160068,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23255008201124722}",30,22,15.23520126794204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.231387331601191}",20,3,18.85712727070197,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23023039494318503}",25,0,-20.666402234604412,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.2290792429684691}",25,2,21.377835663825294,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22793384675362674}",20,8,12.34651642294721,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22679417751985861}",30,0,1.05477338337042,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.22566020663225933}",20,7,6.8819567899398235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22453190559909803}",20,12,1.1358629092921708,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22340924607110255}",20,0,-4.86648430833333,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22229219984074702}",25,8,12.211082877187284,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2211807388415433}",25,17,14.400749847374797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.22007483514733558}",25,10,28.85454253163742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.2189744609715989}",30,19,7.473170153808935,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.2178795886667409}",30,12,29.11646009437903,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.2167901907234072}",30,12,-17.31830229022639,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.21570623976979014}",20,12,-19.77643302715292,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21462770857094118}",25,13,23.249023379258244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21355457002808648}",20,13,2.309678828796821,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21248679717794605}",20,8,-0.47391838836527667,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21142436319205632}",25,0,18.06629464733001,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.21036724137609603}",25,15,19.363104567815824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.20931540516921554}",20,9,10.32305499352949,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20826882814336947}",30,19,19.86050338574726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20722748400265262}",20,4,26.129099209733575,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20619134658263935}",25,2,21.75105318922511,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20516038984972615}",20,12,-10.637452718123884,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2041345879004775}",20,7,-32.79785830762776,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.2031139149609751}",20,0,-71.9547266170475,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.20209834538617025}",35,20,19.683690305216594,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.2010878536592394}",25,14,-5.422924877159461,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.2000824143909432}",35,22,14.584728141783819,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19908200231898848}",20,0,22.28775842352204,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.19808659230739353}",25,9,6.447016273545265,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19709615934585656}",35,13,34.699175492061,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19611067854912728}",25,16,-5.698495300382204,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19513012515638165}",20,14,11.941873181493769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19415447453059972}",20,11,-5.763533662091785,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19318370215794672}",20,12,14.969860808530125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.192217783647157}",20,0,-32.1598130746108,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.1912566947289212}",25,3,20.64489241130367,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.1903004112552766}",20,15,9.741034321563173,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.18934890919900021}",25,12,24.196569734260876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18840216465300522}",25,16,7.312146270711618,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.18746015382974018}",30,11,-27.135796148199653,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.1865228530605915}",20,14,12.17225013181989,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18559023879528855}",30,16,-7.475683715174184,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.1846622876013121}",25,0,-59.777352880351444,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
338,False,"{'a': 0.5, 'e': 0.18373897616330553}",30,10,29.70135007820155,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.182820281282489}",25,17,-26.74117593937337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.18190617987607657}",25,9,-20.69247026204314,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.18099664897669618}",35,13,30.442441014669058,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1800916657318127}",20,12,5.8557542204981505,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17919120740315364}",25,9,20.27363981758202,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17829525136613786}",20,14,10.36562078590952,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930716}",20,3,28.625746560195953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17651675623376062}",20,4,2.314188777570701,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,8,8.352959916234726,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",25,11,-17.83345678451361,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.17388222158237718}",30,22,3.4266360448582995,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.1730128104744653}",20,10,21.56081756453188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17214774642209296}",25,3,37.736147504322396,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",30,9,25.374162902978423,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.17043057265153258}",30,1,-6.113401475440173,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.16957841978827493}",20,0,-27.851618442463653,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",20,13,11.709758558402555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",25,9,7.626045584810638,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",25,20,10.1197571306413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",20,2,-35.02952929904172,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",30,12,-31.041893591104888,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261854}",20,6,-4.209298227427019,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16373146555890544}",30,12,35.33408468672085,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",25,10,31.396704211357914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16209824418995536}",25,16,17.83464726533717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16128775296900558}",20,12,1.7229226663044532,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16048131420416054}",20,14,12.842369802917606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.15967890763313974}",35,7,-9.76947716105966,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
